,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries,timestamp
1492,Thu Jun 17 09:27:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A new report published today by @SolarEnergyUK_ outlines the #policy and regulatory changes required to deliver the 40GW of operational capacity needed by 2030 for the UK to remain on track for a #NetZero #carbon economy.
https://t.co/pKWNI3htMG
#SolarPower #renewableenergy",A new report published today outlines regulatory changes required deliver GW operational capacity needed UK remain track economy,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,0,SolarEnergyUK_,9307,11355,1975,,policy,"energynowuk, SolarEnergyUK_",,UK,2021-06-17 09:27:15+00:00
1493,Thu Jun 17 09:27:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pacific islands make lonely case for carbon price on shipping
https://t.co/BzroBXRxee
The Marshall Islands &amp; Solomon Islands called for a price on shipping pollution at the UN body, but got only tepid support from European nations
@IMOHQ @BjornKHaugland @alishoda @Rederiforbundet https://t.co/PCkK9eIxxb",Pacific islands make lonely case carbon price shipping Marshall Islands amp Solomon Islands called price shipping pollution UN body got tepid support European nations,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.35)",-0.04999999999999999,0.35,en,0,0,NonsuchGeog,20672,285,356,False,,tveitdal,,Surrey,2021-06-17 09:27:17+00:00
1494,Thu Jun 17 09:27:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Miru long run Lo AA/RC records pattukostaro day 1 Lo PK records pattukostaro tiskurandi ra banisa batch...

  Aa record tisina #Prabhas daridapullo kuda vundaru 😎💥❤.. https://t.co/1XGwSsIn8c",Miru long run Lo AA/RC records pattukostaro day Lo PK records pattukostaro tiskurandi ra banisa batch ... Aa record tisina daridapullo kuda vundaru ..,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4,fi,0,0,thechasirath,6642,146,951,,,Rebelismm,,"Hyderabad, India",2021-06-17 09:27:21+00:00
1495,Thu Jun 17 09:27:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The mobile money dealers of agents will then log in and consent to @UgEquityBank USSD terms and conditions which will give em access to the USSD platform..

The dealer shall then select the right anchor to access the loan limit
#EquityUgFloatFinancing https://t.co/Kgo6VqFXwa",The mobile money dealers agents log consent USSD terms conditions give em access USSD platform .. The dealer shall select right anchor access loan limit,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2857142857142857,0.5357142857142857,en,0,0,BaeCraj,264,85,236,,,"Naj_Daniell, UgEquityBank",,,2021-06-17 09:27:23+00:00
1496,Thu Jun 17 09:27:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Last decade lo atleast oka territory lo kuda day 1 kottani movies(ap/tg)

MB-Brahmotsavam,Spyder 
Pk-panja,Teenmar,Gopala gopala 
PB-Mr perfect, Rebel, Mirchi 
NTR-Rabhasa,Ramaya vastayava,Temper,NKP
RC-Yevadu,toofan,Dhruva,Rangasthalam,orange,GAV
AA- All
@urstrulyMahesh😎",Last decade lo atleast oka territory lo kuda day kottani movies ap/tg MB-Brahmotsavam Spyder Pk-panja Teenmar Gopala gopala PB-Mr perfect Rebel Mirchi NTR-Rabhasa Ramaya vastayava Temper NKPRC-Yevadu toofan Dhruva Rangasthalam orange GAVAA- All,"Sentiment(polarity=0.5, subjectivity=0.5333333333333333)",0.5,0.5333333333333333,in,0,0,maheshr31557398,19757,283,348,,,AAnaluguruu,,,2021-06-17 09:27:29+00:00
1497,Thu Jun 17 09:27:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2012 Eng series,Home pitch la  win panna theriyala  pechi pundaiya paaru🤣🤣🤣

SENA la Oru series kuda win panna vakku pundai illathavan lam pesalama da.. lusu kuthi🤭🤭...",Eng series Home pitch la win panna theriyala pechi pundaiya paaruSENA la Oru series kuda win panna vakku pundai illathavan lam pesalama da .. lusu kuthi ...,"Sentiment(polarity=0.8, subjectivity=0.4)",0.8,0.4,et,0,0,ThalaVeriyan_18,20090,1316,669,,,ThalaVasanth_97,,Villupuram,2021-06-17 09:27:35+00:00
1498,Thu Jun 17 09:27:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The leaked RED is a lose-lose-lose-lose-lose scenario: When forests are considered renewable we will loose the forests many species depend on, weaken the carbon sink while emitting additional CO2, also contribute to air pollution &amp; lost recreation spots  https://t.co/k0LuPbK0mj",The leaked RED lose-lose-lose-lose-lose scenario When forests considered renewable loose forests many species depend weaken carbon sink emitting additional CO2 also contribute air pollution amp lost recreation spots,"Sentiment(polarity=0.14102564102564102, subjectivity=0.2564102564102564)",0.14102564102564102,0.2564102564102564,en,0,0,MutedTrees,85,5,43,,,LBurnelius,,NW Europe,2021-06-17 09:27:38+00:00
1499,Thu Jun 17 09:27:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Valla ayya nea PAN Indian Level Lo mingonidiki ram Hassan oka lekka 😅....

  Family heroes records yenni thavvina disaster saaho ni kuda beat cheyaleru 💥",Valla ayya nea PAN Indian Level Lo mingonidiki ram Hassan oka lekka .... Family heroes records yenni thavvina disaster saaho ni kuda beat cheyaleru,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,et,0,0,ArunPrabha25,20757,155,177,,,Rebelismm,,,2021-06-17 09:27:41+00:00
1500,Thu Jun 17 09:27:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",God it’s refreshing to see senior politicians pushed to answer this question – the truth is that they have absolutely no idea – but we’ll all pay for it. https://t.co/KtVZj03yWH,God refreshing see senior politicians pushed answer question truth absolutely idea well pay,"Sentiment(polarity=0.35, subjectivity=0.95)",0.35,0.95,en,0,0,Black_Author,184770,3431,1440,,,darrengrimes_,,"Dorset, England.",2021-06-17 09:27:43+00:00
1501,Thu Jun 17 09:27:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOL

Swedish firm Lundin is selling ""carbon neutral"" oil

""The oil will be counted as carbon neutral from exploration, development &amp; so-called scope 1 &amp; 2 emissions, but…emissions caused by the oil's final use, or scope 3 emissions, are not included""

https://t.co/QIgt8a7zoT https://t.co/mRGbQaXgc2",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',"Sentiment(polarity=-0.1, subjectivity=0.7)",-0.1,0.7,en,0,0,BravinOnditi,11373,2265,2226,,,DrSimEvans,,"Nairobi, Kenya",2021-06-17 09:27:46+00:00
1502,Thu Jun 17 09:27:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""I ask again - who pays?""

Andrew Neil challenges Rishi Sunak over the cost of the Government's net zero carbon emissions target, which includes replacing household gas boilers. https://t.co/sCAtxzVC4t",`` I ask pays `` Andrew Neil challenges Rishi Sunak cost Government 's net zero carbon emissions target includes replacing household gas boilers,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Jim_Watford,80017,4215,4134,,,GBNEWS,,The Moon,2021-06-17 09:27:47+00:00
1503,Thu Jun 17 09:27:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",God it’s refreshing to see senior politicians pushed to answer this question – the truth is that they have absolutely no idea – but we’ll all pay for it.,God refreshing see senior politicians pushed answer question truth absolutely idea well pay,"Sentiment(polarity=0.35, subjectivity=0.95)",0.35,0.95,en,0,0,JCharrison,144765,531,41,,,darrengrimes_,,"London, UK",2021-06-17 09:27:54+00:00
1504,Thu Jun 17 09:27:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Selain penyapu, pihak polis Z10n1s juga pernah menahan &amp; merampas belon, layang layang, indomie, senapang plastik, pembesar suara, keldai, kuda &amp; bola. Semua ini dianggap dapat memberikan ancaman kepada 'keselamatan awam'. 🥴 https://t.co/Q4VVW2n1na https://t.co/mrqYWwclL8",Selain penyapu pihak polis Z10n1s juga pernah menahan amp merampas belon layang layang indomie senapang plastik pembesar suara keldai kuda amp bola Semua ini dianggap dapat memberikan ancaman kepada 'keselamatan awam,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,in,0,0,shuhadasuhaimi_,347,42,45,,,fakhrifadzli,,,2021-06-17 09:27:56+00:00
1505,Thu Jun 17 09:27:59 +0000 2021,"<a href=""http://www.bitlbee.org/"" rel=""nofollow"">BitlBee</a>","LOL

Swedish firm Lundin is selling ""carbon neutral"" oil

""The oil will be counted as carbon neutral from exploration, development &amp; so-called scope 1 &amp; 2 emissions, but…emissions caused by the oil's final use, or scope 3 emissions, are not included""

https://t.co/QIgt8a7zoT https://t.co/mRGbQaXgc2",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',"Sentiment(polarity=-0.1, subjectivity=0.7)",-0.1,0.7,en,0,0,kiwonka,96113,602,987,,,DrSimEvans,,"Lübeck, Schleswig-Holstein",2021-06-17 09:27:59+00:00
1506,Thu Jun 17 09:28:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Report: World Needs Equivalent Of Pandemic Lockdown Every Two Years To Meet Paris Carbon Emission Goals!

The dramatic drop in global carbon emissions seen during the early days of the pandemic and ...   https://t.co/zemi137JAl",Report World Needs Equivalent Of Pandemic Lockdown Every Two Years To Meet Paris Carbon Emission Goals The dramatic drop global carbon emissions seen early days pandemic ...,"Sentiment(polarity=-0.11111111111111109, subjectivity=0.3)",-0.11111111111111109,0.3,en,0,0,CatGian1,6067,64,39,,,BabylonDecoded,,,2021-06-17 09:28:00+00:00
1507,Thu Jun 17 09:28:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vala Movie Parking Collections Kuda Ravu PB Gadiki... 

Oka Lottery Padamgane... 
Meeru Valane Ane Stage Ki 
Vachhara Erripuka 

Just Wait And See #RRRMovie , 
#RC15 👍

Avadu  Touch Kuda Cheyaleni 
Tsunami Srutisthadu 😉 https://t.co/ycYxgKddgz",Vala Movie Parking Collections Kuda Ravu PB Gadiki ... Oka Lottery Padamgane ... Meeru Valane Ane Stage Ki Vachhara Erripuka Just Wait And See Avadu Touch Kuda Cheyaleni Tsunami Srutisthadu,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,et,0,0,alwaysPraveen_,58359,1330,1341,,,NikhilRCult1,,"Sircilla, India",2021-06-17 09:28:01+00:00
1508,Thu Jun 17 09:28:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","welkin moon giveaway bc i finally have money!

-u gotta be fine with me logging into your account or giving me a venmo
-mobile/pc only :(
-like and rt (follow would be appreciated, i fb accs with similar interests!)
-reply ur fave character and why for xtra entry
-ends june 28th https://t.co/9fFE4tuOlH",welkin moon giveaway bc finally money -u got ta fine logging account giving venmo-mobile/pc -like rt follow would appreciated fb accs similar interests -reply ur fave character xtra entry-ends june th,"Sentiment(polarity=0.15416666666666667, subjectivity=0.5)",0.15416666666666667,0.5,en,0,0,VEN_Tl,571,135,148,,,siilveon,,she/they | 21 | aroace,2021-06-17 09:28:02+00:00
1509,Thu Jun 17 09:28:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MB box office wise ok 

But fanbase gurinchi matladite burripalem lo tappa bayata okkadu kanabadadu tier2 kindha consider cheyachu

Any day PK &gt;&gt;&gt; MB https://t.co/AjdersTZEb",MB box office wise ok But fanbase gurinchi matladite burripalem lo tappa bayata okkadu kanabadadu tier2 kindha consider cheyachuAny day PK gt gt gt MB,"Sentiment(polarity=0.6, subjectivity=0.7)",0.6,0.7,ht,0,0,netajimabbu,2755,15,57,,,Ravicherry_,,,2021-06-17 09:28:05+00:00
1510,Thu Jun 17 09:28:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LOL

Swedish firm Lundin is selling ""carbon neutral"" oil

""The oil will be counted as carbon neutral from exploration, development &amp; so-called scope 1 &amp; 2 emissions, but…emissions caused by the oil's final use, or scope 3 emissions, are not included""

https://t.co/QIgt8a7zoT https://t.co/mRGbQaXgc2",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',"Sentiment(polarity=-0.1, subjectivity=0.7)",-0.1,0.7,en,0,0,BayouTerrier,6307,1326,2923,,,DrSimEvans,,"Vienna, Austria & New Orleans",2021-06-17 09:28:10+00:00
1511,Thu Jun 17 09:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hummus &amp; musebahah dari kacang kuda.

Fatteh dari terung. 

Foul dari kacang parang. 

Tahini dari bijan. 

Falafel kacang hijau. 

Minyak zaitun. 

Gaya makan mediterranean. 

Kalau ikutnya banyak lagi. Kena ada keju, buah zaitun, timun, tomato, telur.

Tapi banyak pulak.",Hummus amp musebahah dari kacang kuda.Fatteh dari terung Foul dari kacang parang Tahini dari bijan Falafel kacang hijau Minyak zaitun Gaya makan mediterranean Kalau ikutnya banyak lagi Kena ada keju buah zaitun timun tomato telur.Tapi banyak pulak,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,in,0,0,syafnzm,24779,57,37,,,fakhrifadzli,,Spain,2021-06-17 09:28:17+00:00
1512,Thu Jun 17 09:28:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Prabhas 1st blockbuster release avakundane movie chedham ani approach ayyadu Baahubali ki kuda Prabhas fix ayyake story ready chesaru adhi Cutout Value 🔥💪...
Meeru enni filters/Dlms use chesina Aath Care 🖕 https://t.co/fszjJjJzsJ",st blockbuster release avakundane movie chedham ani approach ayyadu Baahubali ki kuda Prabhas fix ayyake story ready chesaru adhi Cutout Value ... Meeru enni filters/Dlms use chesina Aath Care,"Sentiment(polarity=0.2, subjectivity=0.5)",0.2,0.5,et,0,0,Kiran11458886,34890,70,79,,Prabhas,darlingfanavi1,,,2021-06-17 09:28:19+00:00
1513,Thu Jun 17 09:28:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A nationwide high-speed rail network would advance equity, create millions of good jobs, and dramatically reduce our carbon footprint. Proud to join @AOC and @sethmoulton to call on Congress to fund high-speed rail in our upcoming infrastructure package. https://t.co/qEkAcmdR7u",A nationwide high-speed rail network would advance equity create millions good jobs dramatically reduce carbon footprint Proud join call Congress fund high-speed rail upcoming infrastructure package,"Sentiment(polarity=0.75, subjectivity=0.8)",0.75,0.8,en,0,0,glenmexted,157641,923,1020,,,SenGillibrand,,london,2021-06-17 09:28:22+00:00
1514,Thu Jun 17 09:28:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","welkin moon giveaway bc i finally have money!

-u gotta be fine with me logging into your account or giving me a venmo
-mobile/pc only :(
-like and rt (follow would be appreciated, i fb accs with similar interests!)
-reply ur fave character and why for xtra entry
-ends june 28th https://t.co/9fFE4tuOlH",welkin moon giveaway bc finally money -u got ta fine logging account giving venmo-mobile/pc -like rt follow would appreciated fb accs similar interests -reply ur fave character xtra entry-ends june th,"Sentiment(polarity=0.15416666666666667, subjectivity=0.5)",0.15416666666666667,0.5,en,0,0,dainsverse,4762,414,398,,,siilveon,,cbyf! | ic/header: chasefoxart,2021-06-17 09:28:30+00:00
1515,Thu Jun 17 09:28:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Hearing #GregHunt say he's confident vaccines will be delivered is like hearing #Morrison say to the G7 he's reducing carbon emissions. #auspol,Hearing say 's confident vaccines delivered like hearing say G7 's reducing carbon emissions,"Sentiment(polarity=0.5, subjectivity=0.8333333333333334)",0.5,0.8333333333333334,en,0,0,MichaelBrittan5,3989,673,4565,,"GregHunt, Morrison",WriteWithDave,,,2021-06-17 09:28:31+00:00
1516,Thu Jun 17 09:28:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the only way to help the environment is by cutting the unnecessary emissions altogether and also plant trees. this article is more detailed and explains everything in a simple way if you are interested
https://t.co/YJIByKkGX1",way help environment cutting unnecessary emissions altogether also plant trees article detailed explains everything simple way interested,"Sentiment(polarity=-0.06999999999999999, subjectivity=0.6814285714285714)",-0.06999999999999999,0.6814285714285714,en,0,0,subtlelovers,30940,1622,954,,,flightlesshaIo,,"You stand as tall as your tower in my mind’s eyes, a guiding light, a call home. A voice in the back of my mind. Undeniable.",2021-06-17 09:28:32+00:00
1517,Thu Jun 17 09:28:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Koduku veltey wooden face annaru 
Babu veltey Aslu dhekanu kuda dhekaledu 

#Prabhas veltey Indian Mega Star annaru😎🔥

Difference chala untadhi https://t.co/SUj1BkyXIb",Koduku veltey wooden face annaru Babu veltey Aslu dhekanu kuda dhekaledu veltey Indian Mega Star annaruDifference chala untadhi,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,et,0,0,Gopired22703656,4561,512,1143,,Prabhas,Munna__Tweetz,,,2021-06-17 09:28:37+00:00
1518,Thu Jun 17 09:28:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","STILL ON HOW TO GET THE FLOAT FINANCIAL PRODUCT:

The dealer/agent shall dial the USSD code *247# and enter their M_Pin. The dealer then recieved a one time password to update their new personal identification number details 
Cc @UgEquityBank 

#EquityUgFloatFinancing https://t.co/y5KaYr7YZA",STILL ON HOW TO GET THE FLOAT FINANCIAL PRODUCT The dealer/agent shall dial USSD code 247 enter M_Pin The dealer recieved one time password update new personal identification number details Cc,"Sentiment(polarity=0.04545454545454545, subjectivity=0.2515151515151515)",0.04545454545454545,0.2515151515151515,en,0,0,BaeCraj,268,85,236,,,Naj_Daniell,,,2021-06-17 09:28:40+00:00
1519,Thu Jun 17 09:28:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","That Inbuilt Attitude !!

Offscreen lo Kuda Mass Hero Material Anna Nuv 🦁🔥

Caption this one With Something Elevating, Mine Will ""BALUPU, C/O GELUPU"" 🥁🥁

#ManOfMassesRamCharan @AlwaysRamCharan https://t.co/AcKcDP1X0C",That Inbuilt Attitude Offscreen lo Kuda Mass Hero Material Anna Nuv Caption one With Something Elevating Mine Will `` BALUPU C/O GELUPU '',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Kkirank34022595,1336,3,55,,,RamCharanERA,,"Hyderabad, India",2021-06-17 09:28:41+00:00
1520,Thu Jun 17 09:28:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOL

Swedish firm Lundin is selling ""carbon neutral"" oil

""The oil will be counted as carbon neutral from exploration, development &amp; so-called scope 1 &amp; 2 emissions, but…emissions caused by the oil's final use, or scope 3 emissions, are not included""

https://t.co/QIgt8a7zoT https://t.co/mRGbQaXgc2",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',"Sentiment(polarity=-0.1, subjectivity=0.7)",-0.1,0.7,en,0,0,LokiOle,1356,1,101,,,DrSimEvans,,,2021-06-17 09:28:47+00:00
1521,Thu Jun 17 09:28:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Low Ratings tho Day1 talk worst unna Long Run Top5 
Nizam Non BB(At That Time) Pettadu

Idhe Verey Hero Teesunte Antha Reach kuda aiyyedhi kaadhu

Pure @urstrulyMahesh Stardom and Stamina Matters 💥🙏 https://t.co/osfq8OwErb",Low Ratings tho Day1 talk worst unna Long Run Top5 Nizam Non BB At That Time PettaduIdhe Verey Hero Teesunte Antha Reach kuda aiyyedhi kaadhuPure Stardom Stamina Matters,"Sentiment(polarity=-0.35000000000000003, subjectivity=0.5666666666666668)",-0.35000000000000003,0.5666666666666668,en,0,0,KishoreK949,111754,233,371,,,urstrulyPR,,"Rajahmundry, India",2021-06-17 09:28:55+00:00
1522,Thu Jun 17 09:28:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I don't want meat from Australia. Besides their ghastly animal welfare standards and the low quality of their meat compared to EU and UK meat, there's the inescapable fact that we should be reducing about our carbon footprint. But why are the farmers not protesting???",I n't want meat Australia Besides ghastly animal welfare standards low quality meat compared EU UK meat 's inescapable fact reducing carbon footprint But farmers protesting,"Sentiment(polarity=0.0, subjectivity=0.3)",0.0,0.3,en,0,0,p1s70lpete,6250,101,1373,,,artemis0801,,Hurstpierpoint•London•Amex ESU,2021-06-17 09:28:58+00:00
1523,Thu Jun 17 09:28:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thomas Legge, Land Use Director at European Climate Foundation at #EOC2021 on #ClimateNeutrality: Nature-based solutions removing carbon from the atmosphere can help the 🇪🇺 achieve climate neutrality &amp; should therefore be rewarded by #CAP #ClimateCrisis #ClimateMitigation https://t.co/NXoPLcBPyH",Thomas Legge Land Use Director European Climate Foundation Nature-based solutions removing carbon atmosphere help achieve climate neutrality amp therefore rewarded,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GraceIOFGA,3700,1049,592,,"EOC2021, ClimateNeutrality",OrganicsEurope,,,2021-06-17 09:28:59+00:00
1524,Thu Jun 17 09:29:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RC day1 Records - 4 (12 movie's)

MB -3 ( 24 movies)

Fanbase gurinchi mi mabbus matladakandi

Any day RC &gt;&gt;&gt; ntr ,mb https://t.co/AjdersTZEb",RC day1 Records 12 movie 's MB movies Fanbase gurinchi mi mabbus matladakandiAny day RC gt gt gt ntr mb,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,netajimabbu,2758,15,57,,,Ravicherry_,,,2021-06-17 09:29:04+00:00
1525,Thu Jun 17 09:29:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mwanaume anatakiwa kuwa na number nne za mpenzi wake,number yake ya vodacom, number ya luku, mita number ya dawasco, account number ya dstv. Baba kama baba Mpesa inakubebea majukumu yako

Hakikisha tunavyoenda mjini humuachi mpenzi wako nyuma.  
 #TwendeMjini #TwendeMjiniNaMpesa",Mwanaume anatakiwa kuwa na number nne za mpenzi wake number yake ya vodacom number ya luku mita number ya dawasco account number ya dstv Baba kama baba Mpesa inakubebea majukumu yakoHakikisha tunavyoenda mjini humuachi mpenzi wako nyuma,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,in,0,0,bob_mchelsea,115071,98546,8894,,,bob_mchelsea,,on air,2021-06-17 09:29:05+00:00
1526,Thu Jun 17 09:29:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Why the fk is GMB giving the Shemima Begum story airtime??? FFS she's a terrorist!! She knew what she was doing!! Stop giving this thing publicity!!! Leave her where she is,it's where she wanted to be in the first place isn't it???",Why fk GMB giving Shemima Begum story airtime FFS 's terrorist She knew Stop giving thing publicity Leave 's wanted first place n't,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,0,EvelynS51868235,133414,1359,3357,,,KoolKat1025,,,2021-06-17 09:29:09+00:00
1527,Thu Jun 17 09:29:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ElementCup Carbon is fabulous, and I have been #TeamCarbon in the past because of the fabulous buckminsterfullerenes; but today I voted for #TeamUranium which I have also previously supported, because of U-Pb radiometric dating, so close to the hearts of us geologists…",Carbon fabulous I past fabulous buckminsterfullerenes today I voted I also previously supported U-Pb radiometric dating close hearts us geologists,"Sentiment(polarity=0.09583333333333335, subjectivity=0.6041666666666666)",0.09583333333333335,0.6041666666666666,en,0,0,ElementCup,1146,584,277,,TeamCarbon,"CorieltauviArt, ElementCup",,Earth,2021-06-17 09:29:11+00:00
1529,Thu Jun 17 09:29:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@oddgems @hedera @dovuofficial EDF , Top 5 Global Utility company is Governance Council Member of @hedera with the aim to establish a Carbon Offset Marketplace based on @hedera Token Service...

Big things are coming ..... $HBAR $DOV

https://t.co/RCQEwWFWJG",EDF Top Global Utility company Governance Council Member aim establish Carbon Offset Marketplace based Token Service ... Big things coming ..... HBAR DOV,"Sentiment(polarity=0.16666666666666666, subjectivity=0.19999999999999998)",0.16666666666666666,0.19999999999999998,en,0,0,oddgems,27807,72486,809,,,"whatthekack, oddgems, hedera, dovuofficial, hedera",,Mt. Everest 🧘‍♂️,2021-06-17 09:29:12+00:00
1528,Thu Jun 17 09:29:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Prabhas 1st blockbuster release avakundane movie chedham ani approach ayyadu Baahubali ki kuda Prabhas fix ayyake story ready chesaru adhi Cutout Value 🔥💪...
Meeru enni filters/Dlms use chesina Aath Care 🖕 https://t.co/fszjJjJzsJ",st blockbuster release avakundane movie chedham ani approach ayyadu Baahubali ki kuda Prabhas fix ayyake story ready chesaru adhi Cutout Value ... Meeru enni filters/Dlms use chesina Aath Care,"Sentiment(polarity=0.2, subjectivity=0.5)",0.2,0.5,et,0,0,moviebuff_hyd,117170,4452,934,,Prabhas,darlingfanavi1,,,2021-06-17 09:29:13+00:00
1530,Thu Jun 17 09:29:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","welkin moon giveaway bc i finally have money!

-u gotta be fine with me logging into your account or giving me a venmo
-mobile/pc only :(
-like and rt (follow would be appreciated, i fb accs with similar interests!)
-reply ur fave character and why for xtra entry
-ends june 28th https://t.co/9fFE4tuOlH",welkin moon giveaway bc finally money -u got ta fine logging account giving venmo-mobile/pc -like rt follow would appreciated fb accs similar interests -reply ur fave character xtra entry-ends june th,"Sentiment(polarity=0.15416666666666667, subjectivity=0.5)",0.15416666666666667,0.5,en,0,0,littlecypher,10958,77,99,,,siilveon,,,2021-06-17 09:29:14+00:00
1531,Thu Jun 17 09:29:15 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Experienced in IoT / AI? Interested in reducing carbon emissions?

We are looking for innovative startups in the IoT &amp; #AI space to contribute to the vision of making Sunderland a connected, international and carbon neutral city.

Budget: £10,000 for a 3-month PoC
Deadline: 09/07",Experienced IoT AI Interested reducing carbon emissions We looking innovative startups IoT amp space contribute vision making Sunderland connected international carbon neutral city.Budget -month PoCDeadline /07,"Sentiment(polarity=0.3875, subjectivity=0.6)",0.3875,0.6,en,0,0,h_kippin,19402,3275,4195,,AI,DigiCatNETV,,,2021-06-17 09:29:15+00:00
